ID	Date	News Portal	Headline	Claim	Sentiment
BN/PRTD/241130/011	30-11-2024	Sangbad Pratidin	‘বাড়িতে ডেকে মহিলাকে…’, শ্লীলতাহানির অভিযোগে শরদ কাপুরের বিরুদ্ধে FIR দায়ের	Checkworthy	NEGATIVE
BN/BTMN/241011/015	11-10-2024	Bartaman	পুরুলিয়ার ছৌ-এর সাজে দুর্গা, মণ্ডপে আলপনা গ্রাম, থিমের টক্কর নৈহাটি, হালিশহর, কাঁচড়াপাড়ায়	Not-Checkworthy	NEUTRAL
BN/PRTD/241127/058	27-11-2024	Sangbad Pratidin	কলকাতায় উলটো দুনিয়া! চমকে দেবে ‘আজব বাড়ি’	Not-Checkworthy	NEUTRAL
BN/ESMY/250105/021	05-01-2025	Ei Samay	তৃণমূলের মিছিলে গিয়ে আক্রান্ত দলের মহিলারা	Checkworthy	NEGATIVE
BN/PRTD/250101/105	01-01-2025	Sangbad Pratidin	২০৩৮ সালে গুঁড়িয়ে যাবে পৃথিবী! ‘মহাকাশের দানব’ রুখতে আমরা প্রস্তুত?	Checkworthy	NEGATIVE
BN/PRTD/250102/031	02-01-2025	Sangbad Pratidin	৩ কোটি টাকার বই চুরির পিছনে ‘বৃহত্তর ষড়যন্ত্র’! রিপোর্ট তলব হাই কোর্টের	Checkworthy	NEGATIVE
BN/PRTD/250101/049	01-01-2025	Sangbad Pratidin	টার্গেট ইংল্যান্ড সিরিজ! শুক্রবারই বিজয় হাজারে-তে বাংলার হয়ে ফিরছেন শামি	Checkworthy	NEUTRAL
BN/BTMN/241006/016	06-10-2024	Bartaman	উত্তরপাড়ায় টিটাগড় ওয়াগনের কারখানায় তৈরি হবে পুনে মেট্রোর অত্যাধুনিক কোচ	Checkworthy	NEUTRAL
BN/PRTD/241024/010	24-10-2024	Sangbad Pratidin	ধেয়ে আসছে ডানা, পশু-পাখিদের বাঁচাতে বিশেষ ব্যবস্থা গড়চুমুকে	Checkworthy	POSITIVE
BN/BTMN/250107/033	07-01-2025	Bartaman	তালালের পরিবর্তে লাল-হলুদে ভেনেজুয়েলার ফুটবলার, দুর্বল রক্ষণই ডোবাল ইস্ট বেঙ্গলকে	Checkworthy	NEGATIVE
BN/PRTD/240825/055	25-08-2024	Sangbad Pratidin	বন্যাবিধ্বস্ত বাংলাদেশের দায় ভারতের? হাসিনা বিদায়ের পর মোদির বিরুদ্ধে তোপ!	Checkworthy	NEGATIVE
BN/PRTD/241101/011	01-11-2024	Sangbad Pratidin	৭৬ আসনে সম্মুখসমর, মহারাষ্ট্রের ভাগ্য নির্ধারণ কংগ্রেস-বিজেপি মুখোমুখি লড়াইয়ে	Checkworthy	NEUTRAL
BN/PRTD/250110/023	10-01-2025	Sangbad Pratidin	গাছতলায় রান্না, খিচুড়ির বদলে পাতে শুধুই ফেনাভাত, অঙ্গনওয়াড়িতে বিক্ষোভ অভিভাবকদের	Checkworthy	NEGATIVE
BN/PRTD/241005/072	05-10-2024	Sangbad Pratidin	লাল পেড়ে সাদা শাড়ি, খোলা চুলে ‘বঙ্গতনয়া’ মনু ভাকের, ঘুরে দেখলেন শ্রীভূমির মণ্ডপ	Not-Checkworthy	NEUTRAL
BN/NS18/240815/009	15-08-2024	News18 Bangla	দল না দেখে ২৪ ঘণ্টার মধ্যে চিহ্নিত করুন! আরজি কর ভাঙচুরে সিপি-কে আর্জি অভিষেকের	Checkworthy	NEGATIVE
BN/BTMN/241207/013	07-12-2024	Bartaman	আগামী সপ্তাহে হিমালয়ে পশ্চিমি ঝঞ্ঝা, শীতের পথে ফের কাঁটা?	Checkworthy	NEUTRAL
BN/PRTD/250104/007	04-01-2025	Sangbad Pratidin	শীতের শহরে ভিড় সুপারহিরোদের! কমিক্স কার্নিভ্যালে মজে আট থেকে আশি	Checkworthy	POSITIVE
BN/PRTD/241020/059	20-10-2024	Sangbad Pratidin	ধর্মতলায় চিৎকার! সমাবেশে ফের সরব অনশনরত জুনিয়র চিকিৎসকরাও	Checkworthy	NEGATIVE
BN/BTMN/241019/057	19-10-2024	Bartaman	শেষ বলে কোহলি আউট হতেই হতাশায় ডুবলেন রোহিত শর্মা	Checkworthy	NEGATIVE
BN/PRTD/240815/016	15-08-2024	Sangbad Pratidin	আপনার সন্তান যৌন হেনস্তার শিকার, বুঝবেন কীভাবে?	Not-Checkworthy	NEUTRAL
BN/ESMY/241112/002	12-11-2024	Ei Samay	‘মনোজ মিত্র বেঁচে থাকবেন তাঁর সৃষ্টির মাধ্যমে’, নাট্যকারের প্রয়াণে শোকস্তব্ধ প্রসেনজিৎ-ঋতুপর্ণা	Not-Checkworthy	NEGATIVE
BN/PRTD/241116/051	16-11-2024	Sangbad Pratidin	‘গুঞ্জন এখন আর গায়ে লাগে না’, শ্রাবন্তীর সঙ্গে ছবি দিয়ে প্রশংসায় পঞ্চমুখ জীতু	Not-Checkworthy	POSITIVE
BN/BTMN/241229/046	29-12-2024	Bartaman	বাংলাদেশে তত্ত্বাবধায়ক সরকার দায়িত্ব নেওয়ার পর থেকেই পাকিস্তানের দিকে বন্ধুত্বের...	Checkworthy	NEUTRAL
BN/PRTD/241025/042	25-10-2024	Sangbad Pratidin	রনজিতে বাংলার বিরুদ্ধে খেলছেন না স‌্যামসন, স্বস্তি অনুষ্টুপদের	Checkworthy	NEUTRAL
BN/PRTD/241009/060	09-10-2024	Sangbad Pratidin	বন্ধ হোক নারী নির্যাতন, অত্যাচার! বার্তা হাওড়ার নবীন সম্প্রদায়ের পুজো উদ্যোক্তাদের	Not-Checkworthy	NEGATIVE
BN/BTMN/241126/006	26-11-2024	Bartaman	ঝড় বার্টের জেরে তছনছ ব্রিটেন, হত ৫, ভারী বৃষ্টিতে বিপর্যস্ত জনজীবন	Checkworthy	NEGATIVE
BN/BTMN/241213/021	13-12-2024	Bartaman	দাবায় সর্বকনিষ্ঠ বিশ্বচ্যাম্পিয়ন গুকেশ, আবেগে ভাসছে দেশ	Checkworthy	POSITIVE
BN/PRTD/241113/038	13-11-2024	Sangbad Pratidin	‘অলিম্পিকের মতোই দুই দেশের বন্ধুত্ব থাক’, চ্যাম্পিয়ন্স ট্রফিতে ভারতকে আমন্ত্রণ আফ্রিদির	Checkworthy	POSITIVE
BN/BTMN/240928/001	28-09-2024	Bartaman	ভয়াবহ অগ্নিকাণ্ড শিলিগুড়ি বিধান মার্কেটে, ভস্মীভূত বেশ কয়েকটি দোকান	Checkworthy	NEGATIVE
BN/BTMN/241115/024	15-11-2024	Bartaman	পিএসসি’র ক্লার্কশিপ পরীক্ষার জন্য স্পেশাল ট্রেন ও মেট্রো	Checkworthy	NEUTRAL
BN/BTMN/241006/042	06-10-2024	Bartaman	‘ক্ষমা চান, দেবীপক্ষের মধ্যে বাড়ি ফেরান মাকে’, ছেলেকে ভর্ৎসনা ক্ষুব্ধ বিচারকের	Checkworthy	NEGATIVE
BN/BTMN/241111/015	11-11-2024	Bartaman	মোদি নন, জিততে বিজেপি-সেনার একমাত্র ভরসা সেই লক্ষ্মীর ভাণ্ডার	Checkworthy	NEGATIVE
BN/BTMN/241201/035	01-12-2024	Bartaman	রা‌জ্য মেডিক্যাল কাউন্সিল নিয়ে আট দফা অভিযোগ করল বাংলার বেশ...	Checkworthy	NEGATIVE
BN/PRTD/240823/005	23-08-2024	Sangbad Pratidin	‘ফেরত দিন লক্ষ্মীর ভাণ্ডার’, ফেসবুকে ‘বিকৃত বিপ্লবী’দের বার্তা কুণালের	Not-Checkworthy	NEGATIVE
BN/PRTD/241104/021	04-11-2024	Sangbad Pratidin	১৫ বছরের বাস বাতিলের সিদ্ধান্ত রাজ্যের, মুখ্যসচিবকে পুনর্বিবেচনার নির্দেশ হাই কোর্টের	Checkworthy	NEUTRAL
BN/BTMN/241204/011	04-12-2024	Bartaman	‘রং না মানলেই বাংলার টাকা বন্ধ!’  নবান্নে কেন্দ্রীয় অর্থ কমিশনের সামনে বিস্ফোরক মমতা	Checkworthy	NEGATIVE
BN/BTMN/241207/036	07-12-2024	Bartaman	প্রেসিডেন্সি, বর্ধমান, বাঁকুড়া সহ ৬টি বিশ্ববিদ্যালয়ে স্থায়ী উপাচার্য	Checkworthy	NEUTRAL
BN/BTMN/240810/015	10-08-2024	Bartaman	‘যে দলই ক্ষমতায় আসুক না কেন, এই দ্বিপাক্ষিক সম্পর্ক আরও মজবুত হবে’	Not-Checkworthy	NEUTRAL
BN/BTMN/241126/010	26-11-2024	Bartaman	৬-০ পরাজয়ের ধাক্কায় ক্লান্ত বিজেপি বিধায়করা, বাস ভাড়া করে সিনেমা দেখতে সিটি সেন্টারে	Checkworthy	NEGATIVE
BN/PRTD/241117/031	17-11-2024	Sangbad Pratidin	বলাগড়ে গঙ্গায় তলিয়ে মৃত্যু নাবালিকার, কার্তিক পুজোয় দাদুর বাড়ি বেড়াতে এসে দুর্ঘটনা	Checkworthy	NEGATIVE
BN/BTMN/241202/031	02-12-2024	Bartaman	ভিনরাজ্যে আলু পাঠিয়ে লাভ করতে চাওয়া হিমঘর ও ব্যবসায়ীদের চিহ্নিত করছে রাজ্য	Checkworthy	NEUTRAL
BN/ESMY/241127/006	27-11-2024	Ei Samay	আস্থা নেই, শুধু কোটার সুবিধা পেতে ধর্মান্তর, সংবিধানকে ধোকা দেওয়া: সুপ্রিম কোর্ট	Checkworthy	NEGATIVE
BN/PRTD/241228/056	28-12-2024	Sangbad Pratidin	শেষ যাত্রায় প্রয়াত প্রাক্তন প্রধানমন্ত্রী মনমোহন সিং	Checkworthy	NEGATIVE
BN/PRTD/241107/001	07-11-2024	Sangbad Pratidin	সাবেকি প্রতিমা থেকে থিমের মণ্ডপ, ছবিতে দেখে নিন চন্দননগরের ৫ বিখ্যাত জগদ্ধাত্রী পুজো	Not-Checkworthy	NEUTRAL
BN/PRTD/241108/062	08-11-2024	Sangbad Pratidin	‘কেন বাড়ি দেব তোমাদের?’ আবাস নিয়ে বিতর্কিত মন্তব্য তৃণমূল নেতার!	Checkworthy	NEGATIVE
BN/BTMN/241207/005	07-12-2024	Bartaman	চেতলার হোটেল থেকে উদ্ধার মহিলার দেহ, মৃত্যু ঘিরে রহস্য!	Checkworthy	NEGATIVE
BN/BTMN/241102/024	02-11-2024	Bartaman	নৈহাটিতে মন্দির ও মণ্ডপে উপচে পড়া ভিড়, রাশ ভোটের প্রচারে	Checkworthy	NEUTRAL
BN/PRTD/240814/013	14-08-2024	Sangbad Pratidin	হাওড়ার রাস্তায় যুবকের ক্ষতবিক্ষত দেহ! খুনের কারণ নিয়ে ধোঁয়াশা	Checkworthy	NEGATIVE
BN/BTMN/241104/021	04-11-2024	Bartaman	আজ থেকে হাওড়া, শিয়ালদহ থেকে একগুচ্ছ স্পেশাল ট্রেন	Checkworthy	NEUTRAL
BN/BTMN/241231/014	31-12-2024	Bartaman	নাম বদলে স্টার এখন ‘বিনোদিনী থিয়েটার’	Checkworthy	NEUTRAL
BN/BTMN/240825/032	25-08-2024	Bartaman	ঝুলন্ত সেতুর অবস্থা বিপজ্জনক, গোপালনগরে প্রতিবাদ, অবরোধ	Checkworthy	NEGATIVE
BN/PRTD/241231/003	31-12-2024	Sangbad Pratidin	বছর শুরুতেই যাত্রীদের জন্য খারাপ খবর, বাড়ছে শেষ মেট্রোর ভাড়া	Checkworthy	NEGATIVE
BN/PRTD/240826/079	26-08-2024	Sangbad Pratidin	রিটার্নের সাতকাহন, লগ্নির আগে জেনে নিন গুরুত্বপূর্ণ বিষয়গুলো	Checkworthy	NEUTRAL
BN/PRTD/240812/047	12-08-2024	Sangbad Pratidin	মহিলাদের টি-টোয়েন্টি বিশ্বকাপ আয়োজন নিয়ে রাষ্ট্রপুঞ্জের দ্বারস্থ বাংলাদেশ	Checkworthy	NEUTRAL
BN/PRTD/240917/022	17-09-2024	Sangbad Pratidin	RG Kar কাণ্ডে এখনও মেলেনি গণধর্ষণের প্রমাণ, আদালতে জানাল CBI, ফের হেফাজতে সন্দীপ-অভিজিৎ	Checkworthy	NEGATIVE
BN/BTMN/241007/002	07-10-2024	Bartaman	স্বামী চা-খোর, নতুন বউয়ের পছন্দ দুধ, ঝামেলার জেরে থানায় নবদম্পতি	Checkworthy	NEGATIVE
BN/BTMN/250104/051	04-01-2025	Bartaman	শনিবার মাঠে নামছে প্রিমিয়ার লিগের একাধিক নামী দল। ১৯ ম্যাচে...	Checkworthy	NEUTRAL
BN/BTMN/241207/055	07-12-2024	Bartaman	"ভারত ক্রমেই পিছিয়ে পড়ছে কেন?
সমৃদ্ধ দত্ত"	Not-Checkworthy	NEUTRAL
BN/PRTD/241228/015	28-12-2024	Sangbad Pratidin	ঋতুস্রাবের ব্যথা মানসিক! গোবিন্দার মেয়ের মন্তব্যে বিতর্ক	Checkworthy	NEGATIVE
BN/PRTD/241202/042	02-12-2024	Sangbad Pratidin	বাংলাদেশে হিন্দু নির্যাতনের প্রতিবাদে ইস্টবেঙ্গল, ‘শিকড়’ মনে করিয়ে উদ্বেগ প্রকাশ	Checkworthy	NEGATIVE
BN/ESMY/241228/006	28-12-2024	Ei Samay	বাংলাদেশে হিন্দু মহিলাকে গণধর্ষণের অভিযোগ, মুখে ঢালা হল বিষ, হাসপাতালে মৃত্যু	Checkworthy	NEGATIVE
BN/BTMN/240917/015	17-09-2024	Bartaman	এফআইআরে অভিযোগকারীর সইয়ের জায়গা ফাঁকা কেন, প্রশ্ন সিবিআইয়ের	Checkworthy	NEUTRAL
BN/ESMY/241229/011	29-12-2024	Ei Samay	কনের বেশে চিরাচরিত ছক ভাঙছেন, বৌভাতে বিশেষ চমক! শ্বেতার বিয়ের সাজের খুঁটিনাটি জানল এই সময় অনলাইন	Not-Checkworthy	POSITIVE
BN/PRTD/241028/064	28-10-2024	Sangbad Pratidin	ব্রিকস সম্মেলনে পুতিনকে বিশেষ উপহার মোদির, জিনপিংয়ের ঝুলি শূন্যই!	Checkworthy	NEGATIVE
BN/PRTD/241203/037	03-12-2024	Sangbad Pratidin	‘গাধার দুধে স্নান করতেন ক্লিওপেট্রা’, মিশরীয় জৌলুস পেতে রামদেবের আজব দাওয়াই	Checkworthy	NEUTRAL
BN/BTMN/240823/008	23-08-2024	Bartaman	‘ডাক্তারদের কাজে ফিরতেই হবে’, কর্মবিরতি চলবে না, মৃত্যু নিয়ে রাজনীতিতেও ক্ষুব্ধ সুপ্রিম কোর্ট	Checkworthy	NEGATIVE
BN/PRTD/240905/064	05-09-2024	Sangbad Pratidin	আর জি কর কাণ্ডের প্রতিবাদে ফের পথে আমজনতা, একঝলকে কর্মসূচির ফটো গ্যালারি	Checkworthy	NEGATIVE
BN/ESMY/250107/004	07-01-2025	Ei Samay	তৈরি হচ্ছে প্রণব মুখোপাধ্যায়ের স্মৃতিসৌধ, মোদীকে ধন্যবাদ মেয়ে শর্মিষ্ঠার	Checkworthy	POSITIVE
BN/ESMY/241205/004	05-12-2024	Ei Samay	‘নানা ধর্ম থাকবে…সবাই এক পরিবারের সদস্য’,  চাপের মুখে সুর বদল বাংলাদেশের অন্তর্বর্তী সরকারের প্রধানের	Checkworthy	NEUTRAL
BN/PRTD/240827/047	27-08-2024	Sangbad Pratidin	মোহনবাগান ম্যাচে থাকবে টিফো, অনুমতি দিল হাই কোর্ট	Checkworthy	NEUTRAL
BN/PRTD/240920/024	20-09-2024	Sangbad Pratidin	ডাক্তারদের নিরাপত্তায় একগুচ্ছ নির্দেশিকা নবান্নের, বিশেষ দায়িত্বে সুরজিৎ কর পুরকায়স্থ	Checkworthy	NEUTRAL
BN/PRTD/240826/021	26-08-2024	Sangbad Pratidin	নবান্ন অভিযানে ‘না’ পুলিশের, ছাত্র সমাজের আহ্বায়কের হায়াতে ‘নেতা সাক্ষাৎ’ ঘিরে রহস্য	Checkworthy	NEGATIVE
BN/BTMN/250101/041	01-01-2025	Bartaman	নতুন ভোটার তালিকা প্রকাশের আবহে রাজ্যের সিইও’র অবসর	Checkworthy	NEUTRAL
BN/ESMY/241106/022	06-11-2024	Ei Samay	IPL মেগা নিলাম থেকে নাম প্রত্যাহার, ব্যান হওয়ার মুখে বেন স্টোকস	Checkworthy	NEGATIVE
BN/PRTD/250110/047	10-01-2025	Sangbad Pratidin	‘জীবনের স্টিয়ারিং নিজের হাতে থাকা জরুরি’, হঠাৎ কেন এমন বললেন শোলাঙ্কি?	Not-Checkworthy	NEUTRAL
BN/PRTD/241023/055	23-10-2024	Sangbad Pratidin	সুস্বাদু স্ন্যাক্সে জমে উঠুক দিওয়ালি পার্টি, রইল সহজ রেসিপি	Not-Checkworthy	POSITIVE
BN/PRTD/241226/059	26-12-2024	Sangbad Pratidin	‘মুখ্যমন্ত্রী হয়ে যান’, সোনু সুদকে নেতাদের অনুরোধ, কী বললেন অভিনেতা?	Not-Checkworthy	NEUTRAL
BN/BTMN/241018/025	18-10-2024	Bartaman	নিষ্ক্রিয় রাজ্যের স্কুল সিলেবাস এক্সপার্ট কমিটি, মেয়াদ বৃদ্ধি হয়নি চেয়ারম্যানের	Checkworthy	NEGATIVE
BN/ESMY/241107/009	07-11-2024	Ei Samay	জমকালো জগদ্ধাত্রীপুজো দেখতে এই জেলাগুলিতে ঢুঁ মারুন	Not-Checkworthy	POSITIVE
BN/NS18/240814/003	14-08-2024	News18 Bangla	আচমকা নামতে পারে মেঘ ভাঙা বৃষ্টি! দক্ষিণে আজ হড়পা বানের সতর্কতা, অ্যালার্ট জারি	Checkworthy	NEGATIVE
BN/NS18/240809/094	09-08-2024	News18 Bangla	আপনিও কি খুব অলস, বলুন তো পৃথিবীর সবচেয়ে অলস প্রাণী কোনটি?	Not-Checkworthy	NEUTRAL
BN/PRTD/240812/046	12-08-2024	Sangbad Pratidin	ভালো খেললে আই লিগ থেকেও ফুটবলার নেওয়া হবে, বললেন মানোলো	Checkworthy	NEUTRAL
BN/PRTD/241023/048	23-10-2024	Sangbad Pratidin	‘কালকক্ষ’র পর এবার ‘মনপতঙ্গ’ নিয়ে হাজির পরিচালক জুটি শর্মিষ্ঠা-রাজদীপ, কবে মুক্তি?	Not-Checkworthy	NEUTRAL
BN/ESMY/250108/013	08-01-2025	Ei Samay	ফের সবুজসাথীর সাইকেল দেওয়া শুরু হবে রাজ্যে, কবে থেকে? জানালেন মুখ্যমন্ত্রী	Checkworthy	NEUTRAL
BN/PRTD/241012/069	12-10-2024	Sangbad Pratidin	মোদি-ট্রুডো সাক্ষাতেও গলল না বরফ! দুই দেশের সম্পর্কে অব্যাহত খলিস্তানি কাঁটা	Checkworthy	NEGATIVE
BN/PRTD/241102/009	02-11-2024	Sangbad Pratidin	সোশাল মিডিয়ায় পোস্ট বিকৃত করে ‘ধর্ষক’ তকমা! লালবাজারে অভিযোগ মহম্মদ সেলিমের	Checkworthy	NEGATIVE
BN/PRTD/240917/063	17-09-2024	Sangbad Pratidin	রুপোর গয়নায় কালচে দাগ! পুজোর আগে ঝকঝকে করুন মাত্র ২ মিনিটে	Not-Checkworthy	NEUTRAL
BN/PRTD/241203/072	03-12-2024	Sangbad Pratidin	কিমের হয়ে কাজ করছে বিরোধীরা! ‘দেশ বাঁচাতে’ দক্ষিণ কোরিয়ায় জারি সামরিক আইন	Checkworthy	NEGATIVE
BN/PRTD/241228/064	28-12-2024	Sangbad Pratidin	বর্ষশেষে ব্যাংককে রাজ-শুভশ্রী, বিকিনি বেবি ইয়ালিনীর মিষ্টি কাণ্ডে মজে নেটপাড়া	Not-Checkworthy	POSITIVE
BN/PRTD/241116/015	16-11-2024	Sangbad Pratidin	মন্ত্রী-বিধায়কদের বাড়িতে হামলা মণিপুরে! ইম্ফলে কারফিউ, বন্ধ ইন্টারনেট পরিষেবা	Checkworthy	NEGATIVE
BN/ESMY/250113/002	13-01-2025	Ei Samay	‘আমার সঙ্গে তুলনা চলে না’, ভারতীয় তারকা ক্রিকেটারকে নিয়ে মুখ খুললেন কপিল দেব	Not-Checkworthy	NEUTRAL
BN/BTMN/241028/035	28-10-2024	Bartaman	এ রাজ্যের ওবিসি-এ মামলা সুপ্রিম কোর্টে চলছে। এর ফলে এই...	Checkworthy	NEUTRAL
BN/BTMN/241011/014	11-10-2024	Bartaman	বরানগর থেকে খড়দহ, মহাষষ্ঠীর রাতেই জনস্রোতে ভাসল উত্তর শহরতলির মণ্ডপ	Checkworthy	NEUTRAL
BN/ESMY/250103/013	03-01-2025	Ei Samay	তৃণমূল নেতা কুরবান খুনে অবশেষে সুপ্রিম কোর্টে জামিন আনিসুর রহমানের	Checkworthy	NEUTRAL
BN/PRTD/240930/042	30-09-2024	Sangbad Pratidin	যশস্বী-রাহুলদের ‘বাজবলে’ আড়াই দিনে টেস্ট জয়ের স্বপ্ন ভারতের, লড়ছে বাংলাদেশ	Checkworthy	POSITIVE
BN/ESMY/241228/017	28-12-2024	Ei Samay	জলাশয়ের জল হঠাৎই লাল, শ্বাসের কষ্ট হচ্ছে শিশু-বৃদ্ধদের	Checkworthy	NEGATIVE
BN/PRTD/240811/047	11-08-2024	Sangbad Pratidin	অলিম্পিকে ব্রোঞ্জ জিতেই সরকারি চাকরির প্রস্তাব, প্রত্যাখান করলেন সরবজ্যোত সিং	Checkworthy	POSITIVE
BN/BTMN/250103/001	03-01-2025	Bartaman	কুয়াশায় বিপর্যস্ত দিল্লি! ২০০টি বিমানের দেরিতে উড়ান, ঘণ্টার পর ঘণ্টা লেট ট্রেনও	Checkworthy	NEGATIVE
BN/ESMY/250110/008	10-01-2025	Ei Samay	বেপরোয়া বাস উঠে পড়ল ফুটপাথে, দুর্ঘটনায় মৃত্যু মহিলার, আহত একাধিক	Checkworthy	NEGATIVE
BN/ESMY/241126/003	26-11-2024	Ei Samay	কল্যাণী মেডিক্যাল কলেজের ৪১ জন পড়ুয়ার সাসপেনশনে স্থগিতাদেশ হাইকোর্টের	Checkworthy	NEUTRAL
BN/PRTD/240829/020	29-08-2024	Sangbad Pratidin	‘ডাক্তারদের হুমকি দিইনি’, বিতর্কের মাঝে নিজের মন্তব্যের ব্যাখ্যা মমতার	Checkworthy	NEUTRAL
BN/PRTD/241106/052	06-11-2024	Sangbad Pratidin	সিনেমায় কাজ নেই, সিরিয়াল করছেন? ভুয়ো তথ্য ছড়াতেই মাঠে বনি সেনগুপ্ত	Checkworthy	NEGATIVE
BN/PRTD/250105/078	05-01-2025	Sangbad Pratidin	কর-ছাড় নিয়ে মাথাব্যথা সারান ELSS দাওয়াইয়ে, জেনে নিন গুরুত্ব	Checkworthy	POSITIVE
BN/BTMN/241231/033	31-12-2024	Bartaman	প্রতি সিগারেটে আয়ু কমছে ২০ মিনিট, দাবি নয়া রিপোর্টে	Checkworthy	NEGATIVE
BN/BTMN/240918/012	18-09-2024	Bartaman	আর জি করে সমস্ত ওয়ার্ডে ডিসট্রেস অ্যালার্ম	Checkworthy	NEUTRAL
BN/BTMN/241101/036	01-11-2024	Bartaman	সংবিধানের ৭৫ বছর উদযাপনে কেন্দ্রের শাসকদল বিজেপির বিরুদ্ধে আওয়াজ জোরালো...	Checkworthy	NEGATIVE
BN/BTMN/241017/043	2024-10-17 00:00:00	Bartaman	গুজরাতে ট্যাঙ্কের বিষাক্ত গ্যাসে মৃত ৫	Checkworthy	NEGATIVE
BN/PRTD/241009/029	09-10-2024	Sangbad Pratidin	QR কোডে গাইড ম্যাপ, পিঙ্ক মোবাইল ভ্যানে মহিলাদের রক্ষাকবচ পুরুলিয়ায়	Checkworthy	NEUTRAL
BN/BTMN/241007/031	07-10-2024	Bartaman	দিল্লির চিত্তরঞ্জন পার্কের পুজোয় থিম ও সাবেকিয়ানার মেলবন্ধন	Checkworthy	NEUTRAL
BN/BTMN/241125/039	25-11-2024	Bartaman	আগামী বছর জম্মু ও কাশ্মীরে পঞ্চায়েত নির্বাচন, শুরু ভোটার তালিকা সংশোধন	Checkworthy	NEUTRAL
BN/NS18/240815/072	15-08-2024	News18 Bangla	‘স্ত্রী ২’ বনাম ‘খেল খেল মেঁ’ বনাম ‘বেদা’:  বক্স অফিসে, প্রতিযোগিতায় এগিয়ে কে?	Not-Checkworthy	NEUTRAL
BN/PRTD/241107/060	07-11-2024	Sangbad Pratidin	আগুনে পুড়ল দুর্গার চুল-শাড়ি! অমঙ্গল ঠেকাতে ‘অকাল-বোধন’	Checkworthy	NEGATIVE
BN/ESMY/241113/017	13-11-2024	Ei Samay	বিক্ষিপ্ত অশান্তির অভিযোগ, বাংলার ৬ আসনে শেষ ভোটগ্রহণ	Checkworthy	NEGATIVE
BN/PRTD/241001/056	01-10-2024	Sangbad Pratidin	পুজোর থিমে ‘পুতুল নাচের ইতিকথা’, কল্যাণপুরে থিমের চমক	Checkworthy	NEUTRAL
BN/BTMN/240906/037	06-09-2024	Bartaman	ওয়াকফ বোর্ডের কব্জা করা জমির পরিমাণ কত, বিজেপি এমপির প্রশ্নে বিড়ম্বনায় কেন্দ্র	Checkworthy	NEGATIVE
BN/PRTD/240813/030	13-08-2024	Sangbad Pratidin	চিকিৎসকদের কর্মবিরতিতে রোগীমৃত্যুর অভিযোগ মুর্শিদাবাদ মেডিক্যালে, কাজে ফেরার আর্জি সুপারের	Checkworthy	NEGATIVE
BN/BTMN/250110/009	10-01-2025	Bartaman	বন্ধ বাড়িতে বীভৎস ঘটনা! রক্তে ভাসা মেঝেতে পড়ে দম্পতি, বক্স খাটের ভিতরে নিথর তিন শিশু কন্যা	Checkworthy	NEGATIVE
BN/PRTD/240826/008	26-08-2024	Sangbad Pratidin	দীর্ঘ বৈঠকে কাটল জোটের জট, কাশ্মীরে কংগ্রেস-ন্যাশনাল কনফারেন্স আসন রফা চূড়ান্ত	Checkworthy	NEUTRAL
BN/PRTD/250101/043	01-01-2025	Sangbad Pratidin	২৬/১১-র ধাঁচে ভারতীয় জলসীমায় প্রবেশ, সেই আট পাকিস্তানিকে ২০ বছরের সাজা	Checkworthy	NEGATIVE
BN/PRTD/241114/023	14-11-2024	Sangbad Pratidin	প্রাইভেটে রোগী দেখছেন পিজিটি, অভিযোগ জানিয়ে মুখ্যসচিবকে চিঠি জুনিয়র ডাক্তার অ্যাসোসিয়েশনের	Checkworthy	NEGATIVE
BN/BTMN/250103/037	03-01-2025	Bartaman	দ্রুত কাজ সারতে এবার টেন্ডার প্রক্রিয়া বদলের নির্দেশ	Checkworthy	NEUTRAL
BN/PRTD/241106/018	06-11-2024	Sangbad Pratidin	অভিষেক বচ্চনের সঙ্গে সম্পর্ক? ‘ঘর ভাঙার দায়’ নিয়ে প্রথমবার মুখ খুললেন নিমরত	Checkworthy	NEUTRAL
BN/PRTD/240819/096	19-08-2024	Sangbad Pratidin	ফোনে কথা শেষ হলেই কথোপকথনের লিখিত রূপ হাতের মুঠোয়! দুরন্ত ফিচার আনল Google Pixel	Checkworthy	POSITIVE
BN/BTMN/241005/046	05-10-2024	Bartaman	দেশে কর্মসংস্থানের অবস্থা খুবই খারাপ। ইজরায়েলে ভারতীয় বেকারদের পাঠানোই তার...	Checkworthy	NEGATIVE
BN/PRTD/241107/078	07-11-2024	Sangbad Pratidin	একদিকে বিশ্বনাথন আনন্দ, অন্যদিকে গোটা বিশ্ব	Not-Checkworthy	NEUTRAL
BN/PRTD/250101/019	01-01-2025	Sangbad Pratidin	আদানি কাণ্ড থেকে রামমন্দির উদ্বোধন, দেশ কাঁপানো ঘটনাবলি	Checkworthy	NEUTRAL
BN/PRTD/240813/008	13-08-2024	Sangbad Pratidin	নবান্নে কুড়মি নেতাদের সঙ্গে বৈঠক, ‘কেন্দ্রের জন্যই আটকে উপজাতি স্বীকৃতি’, জানালেন মুখ্যমন্ত্রী	Checkworthy	NEUTRAL
